Unnamed: 0,timestamp,true value,s1
62,2019-08-17T10:00:00.000Z,1.0,1.0
63,2019-08-17T11:00:00.000Z,1.0,1.0
64,2019-08-17T12:00:00.000Z,1.0,1.0
65,2019-08-17T13:00:00.000Z,1.0,1.0
66,2019-08-17T14:00:00.000Z,1.0,1.0
67,2019-08-17T15:00:00.000Z,1.0,1.0
68,2019-08-17T16:00:00.000Z,1.0,1.0
69,2019-08-17T17:00:00.000Z,1.0,1.0
70,2019-08-17T18:00:00.000Z,1.0,1.0
71,2019-08-17T19:00:00.000Z,1.0,1.0
72,2019-08-17T20:00:00.000Z,1.0,1.0
73,2019-08-17T21:00:00.000Z,1.0,1.0
74,2019-08-17T22:00:00.000Z,1.0,1.0
75,2019-08-17T23:00:00.000Z,1.0,1.0
76,2019-08-18T00:00:00.000Z,1.0,1.0
77,2019-08-18T01:00:00.000Z,1.0,1.0
78,2019-08-18T02:00:00.000Z,1.0,1.0
79,2019-08-18T03:00:00.000Z,1.0,1.0
80,2019-08-18T04:00:00.000Z,1.0,1.0
81,2019-08-18T05:00:00.000Z,1.0,1.0
82,2019-08-18T06:00:00.000Z,1.0,1.0
83,2019-08-18T07:00:00.000Z,1.0,1.0
84,2019-08-18T08:00:00.000Z,1.0,1.0
85,2019-08-18T09:00:00.000Z,1.0,1.0
86,2019-08-18T10:00:00.000Z,1.0,1.0
87,2019-08-18T11:00:00.000Z,1.0,1.0
88,2019-08-18T12:00:00.000Z,1.0,1.0
89,2019-08-18T13:00:00.000Z,1.0,1.0
90,2019-08-18T14:00:00.000Z,1.0,1.0
91,2019-08-18T15:00:00.000Z,1.0,1.0
92,2019-08-18T16:00:00.000Z,1.0,1.0
93,2019-08-18T17:00:00.000Z,1.0,1.0
94,2019-08-18T18:00:00.000Z,1.0,1.0
95,2019-08-18T19:00:00.000Z,1.0,1.0
96,2019-08-18T20:00:00.000Z,1.0,1.0
97,2019-08-18T21:00:00.000Z,1.0,1.0
98,2019-08-18T22:00:00.000Z,1.0,1.0
99,2019-08-18T23:00:00.000Z,1.0,1.0
100,2019-08-19T00:00:00.000Z,1.0,1.0
101,2019-08-19T01:00:00.000Z,1.0,1.0
102,2019-08-19T02:00:00.000Z,1.0,1.0
103,2019-08-19T03:00:00.000Z,1.0,1.0
104,2019-08-19T04:00:00.000Z,1.0,1.0
105,2019-08-19T05:00:00.000Z,1.0,1.0
106,2019-08-19T06:00:00.000Z,1.0,1.0
107,2019-08-19T07:00:00.000Z,1.0,1.0
108,2019-08-19T08:00:00.000Z,1.0,1.0
109,2019-08-19T09:00:00.000Z,1.0,1.0
110,2019-08-19T10:00:00.000Z,1.0,1.0
111,2019-08-19T11:00:00.000Z,1.0,1.0
112,2019-08-19T12:00:00.000Z,1.0,1.0
113,2019-08-19T13:00:00.000Z,1.0,1.0
114,2019-08-19T14:00:00.000Z,1.0,1.0
115,2019-08-19T15:00:00.000Z,1.0,1.0
116,2019-08-19T16:00:00.000Z,1.0,1.0
117,2019-08-19T17:00:00.000Z,1.0,1.0
118,2019-08-19T18:00:00.000Z,1.0,1.0
119,2019-08-19T19:00:00.000Z,1.0,1.0
120,2019-08-19T20:00:00.000Z,1.0,1.0
121,2019-08-19T21:00:00.000Z,1.0,1.0
122,2019-08-19T22:00:00.000Z,1.0,1.0
123,2019-08-19T23:00:00.000Z,1.0,1.0
124,2019-08-20T00:00:00.000Z,1.0,1.0
125,2019-08-20T01:00:00.000Z,1.0,1.0
126,2019-08-20T02:00:00.000Z,1.0,1.0
127,2019-08-20T03:00:00.000Z,1.0,1.0
128,2019-08-20T04:00:00.000Z,1.0,1.0
129,2019-08-20T05:00:00.000Z,1.0,1.0
130,2019-08-20T06:00:00.000Z,1.0,1.0
131,2019-08-20T07:00:00.000Z,1.0,1.0
132,2019-08-20T08:00:00.000Z,1.0,1.0
133,2019-08-20T09:00:00.000Z,1.0,1.0
134,2019-08-20T10:00:00.000Z,1.0,1.0
135,2019-08-20T11:00:00.000Z,1.0,1.0
136,2019-08-20T12:00:00.000Z,1.0,1.0
137,2019-08-20T13:00:00.000Z,1.0,1.0
138,2019-08-20T14:00:00.000Z,1.0,1.0
139,2019-08-20T15:00:00.000Z,1.0,1.0
140,2019-08-20T16:00:00.000Z,1.0,1.0
141,2019-08-20T17:00:00.000Z,1.0,1.0
142,2019-08-20T18:00:00.000Z,1.0,1.0
143,2019-08-20T19:00:00.000Z,1.0,1.0
144,2019-08-20T20:00:00.000Z,1.0,1.0
145,2019-08-20T21:00:00.000Z,1.0,1.0
146,2019-08-20T22:00:00.000Z,1.0,1.0
147,2019-08-20T23:00:00.000Z,1.0,1.0
148,2019-08-21T00:00:00.000Z,1.0,1.0
149,2019-08-21T01:00:00.000Z,1.0,1.0
150,2019-08-21T02:00:00.000Z,1.0,1.0
151,2019-08-21T03:00:00.000Z,1.0,1.0
152,2019-08-21T04:00:00.000Z,1.0,1.0
153,2019-08-21T05:00:00.000Z,1.0,1.0
154,2019-08-21T06:00:00.000Z,1.0,1.0
155,2019-08-21T07:00:00.000Z,1.0,1.0
156,2019-08-21T08:00:00.000Z,1.0,1.0
157,2019-08-21T09:00:00.000Z,1.0,1.0
158,2019-08-21T10:00:00.000Z,1.0,1.0
159,2019-08-21T11:00:00.000Z,1.0,1.0
160,2019-08-21T12:00:00.000Z,1.0,1.0
161,2019-08-21T13:00:00.000Z,1.0,1.0
162,2019-08-21T14:00:00.000Z,1.0,1.0
163,2019-08-21T15:00:00.000Z,1.0,1.0
164,2019-08-21T16:00:00.000Z,1.0,1.0
165,2019-08-21T17:00:00.000Z,1.0,1.0
166,2019-08-21T18:00:00.000Z,1.0,1.0
167,2019-08-21T19:00:00.000Z,1.0,1.0
168,2019-08-21T20:00:00.000Z,1.0,1.0
169,2019-08-21T21:00:00.000Z,1.0,1.0
170,2019-08-21T22:00:00.000Z,1.0,1.0
171,2019-08-21T23:00:00.000Z,1.0,1.0
172,2019-08-22T00:00:00.000Z,1.0,1.0
173,2019-08-22T01:00:00.000Z,1.0,1.0
174,2019-08-22T02:00:00.000Z,1.0,1.0
175,2019-08-22T03:00:00.000Z,1.0,1.0
176,2019-08-22T04:00:00.000Z,1.0,1.0
177,2019-08-22T05:00:00.000Z,1.0,1.0
178,2019-08-22T06:00:00.000Z,1.0,1.0
179,2019-08-22T07:00:00.000Z,1.0,1.0
180,2019-08-22T08:00:00.000Z,1.0,1.0
181,2019-08-22T09:00:00.000Z,1.0,1.0
182,2019-08-22T10:00:00.000Z,1.0,1.0
183,2019-08-22T11:00:00.000Z,1.0,1.0
184,2019-08-22T12:00:00.000Z,1.0,1.0
185,2019-08-22T13:00:00.000Z,1.0,1.0
186,2019-08-22T14:00:00.000Z,1.0,1.0
187,2019-08-22T15:00:00.000Z,1.0,1.0
188,2019-08-22T16:00:00.000Z,1.0,1.0
189,2019-08-22T17:00:00.000Z,1.0,1.0
190,2019-08-22T18:00:00.000Z,1.0,1.0
191,2019-08-22T19:00:00.000Z,1.0,1.0
192,2019-08-22T20:00:00.000Z,1.0,1.0
193,2019-08-22T21:00:00.000Z,1.0,1.0
194,2019-08-22T22:00:00.000Z,1.0,1.0
195,2019-08-22T23:00:00.000Z,1.0,1.0
196,2019-08-23T00:00:00.000Z,1.0,1.0
197,2019-08-23T01:00:00.000Z,1.0,1.0
198,2019-08-23T02:00:00.000Z,1.0,1.0
199,2019-08-23T03:00:00.000Z,1.0,1.0
200,2019-08-23T04:00:00.000Z,1.0,1.0
201,2019-08-23T05:00:00.000Z,1.0,1.0
202,2019-08-23T06:00:00.000Z,1.0,1.0
203,2019-08-23T07:00:00.000Z,1.0,1.0
204,2019-08-23T08:00:00.000Z,1.0,1.0
205,2019-08-23T09:00:00.000Z,1.0,1.0
206,2019-08-23T10:00:00.000Z,1.0,1.0
207,2019-08-23T11:00:00.000Z,1.0,1.0
208,2019-08-23T12:00:00.000Z,1.0,1.0
209,2019-08-23T13:00:00.000Z,1.0,1.0
210,2019-08-23T14:00:00.000Z,1.0,1.0
211,2019-08-23T15:00:00.000Z,1.0,1.0
212,2019-08-23T16:00:00.000Z,1.0,1.0
213,2019-08-23T17:00:00.000Z,1.0,1.0
214,2019-08-23T18:00:00.000Z,1.0,1.0
215,2019-08-23T19:00:00.000Z,1.0,1.0
216,2019-08-23T20:00:00.000Z,1.0,1.0
217,2019-08-23T21:00:00.000Z,1.0,1.0
218,2019-08-23T22:00:00.000Z,1.0,1.0
219,2019-08-23T23:00:00.000Z,1.0,1.0
220,2019-08-24T00:00:00.000Z,1.0,1.0
221,2019-08-24T01:00:00.000Z,1.0,1.0
222,2019-08-24T02:00:00.000Z,1.0,1.0
223,2019-08-24T03:00:00.000Z,1.0,1.0
224,2019-08-24T04:00:00.000Z,1.0,1.0
225,2019-08-24T05:00:00.000Z,1.0,1.0
226,2019-08-24T06:00:00.000Z,1.0,1.0
227,2019-08-24T07:00:00.000Z,1.0,1.0
228,2019-08-24T08:00:00.000Z,1.0,1.0
229,2019-08-24T09:00:00.000Z,1.0,1.0
230,2019-08-24T10:00:00.000Z,1.0,1.0
231,2019-08-24T11:00:00.000Z,1.0,1.0
232,2019-08-24T12:00:00.000Z,1.0,1.0
233,2019-08-24T13:00:00.000Z,1.0,1.0
234,2019-08-24T14:00:00.000Z,1.0,1.0
235,2019-08-24T15:00:00.000Z,1.0,1.0
236,2019-08-24T16:00:00.000Z,1.0,1.0
237,2019-08-24T17:00:00.000Z,1.0,1.0
238,2019-08-24T18:00:00.000Z,1.0,1.0
239,2019-08-24T19:00:00.000Z,1.0,1.0
240,2019-08-24T20:00:00.000Z,1.0,1.0
241,2019-08-24T21:00:00.000Z,1.0,1.0
242,2019-08-24T22:00:00.000Z,1.0,1.0
243,2019-08-24T23:00:00.000Z,1.0,1.0
244,2019-08-25T00:00:00.000Z,1.0,1.0
245,2019-08-25T01:00:00.000Z,1.0,1.0
246,2019-08-25T02:00:00.000Z,1.0,1.0
247,2019-08-25T03:00:00.000Z,1.0,1.0
248,2019-08-25T04:00:00.000Z,1.0,1.0
249,2019-08-25T05:00:00.000Z,1.0,1.0
250,2019-08-25T06:00:00.000Z,1.0,1.0
251,2019-08-25T07:00:00.000Z,1.0,1.0
252,2019-08-25T08:00:00.000Z,1.0,1.0
253,2019-08-25T09:00:00.000Z,1.0,1.0
254,2019-08-25T10:00:00.000Z,1.0,1.0
255,2019-08-25T11:00:00.000Z,1.0,1.0
256,2019-08-25T12:00:00.000Z,1.0,1.0
257,2019-08-25T13:00:00.000Z,1.0,1.0
258,2019-08-25T14:00:00.000Z,1.0,1.0
259,2019-08-25T15:00:00.000Z,1.0,1.0
260,2019-08-25T16:00:00.000Z,1.0,1.0
261,2019-08-25T17:00:00.000Z,1.0,1.0
262,2019-08-25T18:00:00.000Z,1.0,1.0
263,2019-08-25T19:00:00.000Z,1.0,1.0
264,2019-08-25T20:00:00.000Z,1.0,1.0
265,2019-08-25T21:00:00.000Z,1.0,1.0
266,2019-08-25T22:00:00.000Z,1.0,1.0
267,2019-08-25T23:00:00.000Z,1.0,1.0
268,2019-08-26T00:00:00.000Z,1.0,1.0
269,2019-08-26T01:00:00.000Z,1.0,1.0
270,2019-08-26T02:00:00.000Z,1.0,1.0
271,2019-08-26T03:00:00.000Z,1.0,1.0
272,2019-08-26T04:00:00.000Z,1.0,1.0
273,2019-08-26T05:00:00.000Z,1.0,1.0
274,2019-08-26T06:00:00.000Z,1.0,1.0
275,2019-08-26T07:00:00.000Z,1.0,1.0
276,2019-08-26T08:00:00.000Z,1.0,1.0
277,2019-08-26T09:00:00.000Z,1.0,1.0
278,2019-08-26T10:00:00.000Z,1.0,1.0
279,2019-08-26T11:00:00.000Z,1.0,1.0
280,2019-08-26T12:00:00.000Z,1.0,1.0
281,2019-08-26T13:00:00.000Z,1.0,1.0
282,2019-08-26T14:00:00.000Z,1.0,1.0
283,2019-08-26T15:00:00.000Z,1.0,1.0
284,2019-08-26T16:00:00.000Z,1.0,1.0
285,2019-08-26T17:00:00.000Z,1.0,1.0
286,2019-08-26T18:00:00.000Z,1.0,1.0
287,2019-08-26T19:00:00.000Z,1.0,1.0
288,2019-08-26T20:00:00.000Z,1.0,1.0
289,2019-08-26T21:00:00.000Z,1.0,1.0
290,2019-08-26T22:00:00.000Z,1.0,1.0
291,2019-08-26T23:00:00.000Z,1.0,1.0
292,2019-08-27T00:00:00.000Z,1.0,1.0
293,2019-08-27T01:00:00.000Z,1.0,1.0
294,2019-08-27T02:00:00.000Z,1.0,1.0
295,2019-08-27T03:00:00.000Z,1.0,1.0
296,2019-08-27T04:00:00.000Z,1.0,1.0
297,2019-08-27T05:00:00.000Z,1.0,1.0
298,2019-08-27T06:00:00.000Z,1.0,1.0
299,2019-08-27T07:00:00.000Z,1.0,1.0
300,2019-08-27T08:00:00.000Z,1.0,1.0
301,2019-08-27T09:00:00.000Z,1.0,1.0
302,2019-08-27T10:00:00.000Z,1.0,1.0
303,2019-08-27T11:00:00.000Z,1.0,1.0
304,2019-08-27T12:00:00.000Z,1.0,1.0
305,2019-08-27T13:00:00.000Z,1.0,1.0
306,2019-08-27T14:00:00.000Z,1.0,1.0
307,2019-08-27T15:00:00.000Z,1.0,1.0
308,2019-08-27T16:00:00.000Z,1.0,1.0
309,2019-08-27T17:00:00.000Z,1.0,1.0
310,2019-08-27T18:00:00.000Z,1.0,1.0
311,2019-08-27T19:00:00.000Z,1.0,1.0
312,2019-08-27T20:00:00.000Z,1.0,1.0
313,2019-08-27T21:00:00.000Z,1.0,1.0
314,2019-08-27T22:00:00.000Z,1.0,1.0
315,2019-08-27T23:00:00.000Z,1.0,1.0
316,2019-08-28T00:00:00.000Z,1.0,1.0
317,2019-08-28T01:00:00.000Z,1.0,1.0
318,2019-08-28T02:00:00.000Z,1.0,1.0
319,2019-08-28T03:00:00.000Z,1.0,1.0
320,2019-08-28T04:00:00.000Z,1.0,1.0
321,2019-08-28T05:00:00.000Z,1.0,1.0
322,2019-08-28T06:00:00.000Z,1.0,1.0
323,2019-08-28T07:00:00.000Z,1.0,1.0
324,2019-08-28T08:00:00.000Z,1.0,1.0
325,2019-08-28T09:00:00.000Z,1.0,1.0
326,2019-08-28T10:00:00.000Z,1.0,1.0
327,2019-08-28T11:00:00.000Z,1.0,1.0
328,2019-08-28T12:00:00.000Z,1.0,1.0
329,2019-08-28T13:00:00.000Z,1.0,1.0
330,2019-08-28T14:00:00.000Z,1.0,1.0
331,2019-08-28T15:00:00.000Z,1.0,1.0
332,2019-08-28T16:00:00.000Z,1.0,1.0
333,2019-08-28T17:00:00.000Z,1.0,1.0
334,2019-08-28T18:00:00.000Z,1.0,1.0
335,2019-08-28T19:00:00.000Z,1.0,1.0
336,2019-08-28T20:00:00.000Z,1.0,1.0
337,2019-08-28T21:00:00.000Z,1.0,1.0
338,2019-08-28T22:00:00.000Z,1.0,1.0
339,2019-08-28T23:00:00.000Z,1.0,1.0
340,2019-08-29T00:00:00.000Z,1.0,1.0
341,2019-08-29T01:00:00.000Z,1.0,1.0
342,2019-08-29T02:00:00.000Z,1.0,1.0
343,2019-08-29T03:00:00.000Z,1.0,1.0
344,2019-08-29T04:00:00.000Z,1.0,1.0
345,2019-08-29T05:00:00.000Z,1.0,1.0
346,2019-08-29T06:00:00.000Z,1.0,1.0
347,2019-08-29T07:00:00.000Z,1.0,1.0
348,2019-08-29T08:00:00.000Z,1.0,1.0
349,2019-08-29T09:00:00.000Z,1.0,1.0
350,2019-08-29T10:00:00.000Z,1.0,1.0
351,2019-08-29T11:00:00.000Z,1.0,1.0
352,2019-08-29T12:00:00.000Z,1.0,1.0
353,2019-08-29T13:00:00.000Z,1.0,1.0
354,2019-08-29T14:00:00.000Z,1.0,1.0
355,2019-08-29T15:00:00.000Z,1.0,1.0
356,2019-08-29T16:00:00.000Z,1.0,1.0
357,2019-08-29T17:00:00.000Z,1.0,1.0
358,2019-08-29T18:00:00.000Z,1.0,1.0
359,2019-08-29T19:00:00.000Z,1.0,1.0
360,2019-08-29T20:00:00.000Z,1.0,1.0
361,2019-08-29T21:00:00.000Z,1.0,1.0
362,2019-08-29T22:00:00.000Z,1.0,1.0
363,2019-08-29T23:00:00.000Z,1.0,1.0
364,2019-08-30T00:00:00.000Z,1.0,1.0
365,2019-08-30T01:00:00.000Z,1.0,1.0
366,2019-08-30T02:00:00.000Z,1.0,1.0
367,2019-08-30T03:00:00.000Z,1.0,1.0
368,2019-08-30T04:00:00.000Z,1.0,1.0
369,2019-08-30T05:00:00.000Z,1.0,1.0
370,2019-08-30T06:00:00.000Z,1.0,1.0
371,2019-08-30T07:00:00.000Z,1.0,1.0
372,2019-08-30T08:00:00.000Z,1.0,1.0
373,2019-08-30T09:00:00.000Z,1.0,1.0
374,2019-08-30T10:00:00.000Z,1.0,1.0
375,2019-08-30T11:00:00.000Z,1.0,1.0
376,2019-08-30T12:00:00.000Z,1.0,1.0
377,2019-08-30T13:00:00.000Z,1.0,1.0
378,2019-08-30T14:00:00.000Z,1.0,1.0
379,2019-08-30T15:00:00.000Z,1.0,1.0
380,2019-08-30T16:00:00.000Z,1.0,1.0
381,2019-08-30T17:00:00.000Z,1.0,1.0
382,2019-08-30T18:00:00.000Z,1.0,1.0
383,2019-08-30T19:00:00.000Z,1.0,1.0
384,2019-08-30T20:00:00.000Z,1.0,1.0
385,2019-08-30T21:00:00.000Z,1.0,1.0
386,2019-08-30T22:00:00.000Z,1.0,1.0
387,2019-08-30T23:00:00.000Z,1.0,1.0
388,2019-08-31T00:00:00.000Z,1.0,1.0
389,2019-08-31T01:00:00.000Z,1.0,1.0
390,2019-08-31T02:00:00.000Z,1.0,1.0
391,2019-08-31T03:00:00.000Z,1.0,1.0
392,2019-08-31T04:00:00.000Z,1.0,1.0
393,2019-08-31T05:00:00.000Z,1.0,1.0
394,2019-08-31T06:00:00.000Z,1.0,1.0
395,2019-08-31T07:00:00.000Z,1.0,1.0
396,2019-08-31T08:00:00.000Z,1.0,1.0
397,2019-08-31T09:00:00.000Z,1.0,1.0
398,2019-08-31T10:00:00.000Z,1.0,1.0
399,2019-08-31T11:00:00.000Z,1.0,1.0
400,2019-08-31T12:00:00.000Z,1.0,1.0
401,2019-08-31T13:00:00.000Z,1.0,1.0
402,2019-08-31T14:00:00.000Z,1.0,1.0
403,2019-08-31T15:00:00.000Z,1.0,1.0
404,2019-08-31T16:00:00.000Z,1.0,1.0
405,2019-08-31T17:00:00.000Z,1.0,1.0
406,2019-08-31T18:00:00.000Z,1.0,1.0
407,2019-08-31T19:00:00.000Z,1.0,1.0
408,2019-08-31T20:00:00.000Z,1.0,1.0
409,2019-08-31T21:00:00.000Z,1.0,1.0
410,2019-08-31T22:00:00.000Z,1.0,1.0
411,2019-08-31T23:00:00.000Z,1.0,1.0
412,2019-09-01T00:00:00.000Z,1.0,1.0
413,2019-09-01T01:00:00.000Z,1.0,1.0
414,2019-09-01T02:00:00.000Z,1.0,1.0
415,2019-09-01T03:00:00.000Z,1.0,1.0
416,2019-09-01T04:00:00.000Z,1.0,1.0
417,2019-09-01T05:00:00.000Z,1.0,1.0
418,2019-09-01T06:00:00.000Z,1.0,1.0
419,2019-09-01T07:00:00.000Z,1.0,1.0
420,2019-09-01T08:00:00.000Z,1.0,1.0
421,2019-09-01T09:00:00.000Z,1.0,1.0
422,2019-09-01T10:00:00.000Z,1.0,1.0
423,2019-09-01T11:00:00.000Z,1.0,1.0
424,2019-09-01T12:00:00.000Z,1.0,1.0
425,2019-09-01T13:00:00.000Z,1.0,1.0
426,2019-09-01T14:00:00.000Z,1.0,1.0
427,2019-09-01T15:00:00.000Z,1.0,1.0
428,2019-09-01T16:00:00.000Z,1.0,1.0
429,2019-09-01T17:00:00.000Z,1.0,1.0
430,2019-09-01T18:00:00.000Z,1.0,1.0
431,2019-09-01T19:00:00.000Z,1.0,1.0
432,2019-09-01T20:00:00.000Z,1.0,1.0
433,2019-09-01T21:00:00.000Z,1.0,1.0
434,2019-09-01T22:00:00.000Z,1.0,1.0
435,2019-09-01T23:00:00.000Z,1.0,1.0
436,2019-09-02T00:00:00.000Z,1.0,1.0
437,2019-09-02T01:00:00.000Z,1.0,1.0
438,2019-09-02T02:00:00.000Z,1.0,1.0
439,2019-09-02T03:00:00.000Z,1.0,1.0
440,2019-09-02T04:00:00.000Z,1.0,1.0
441,2019-09-02T05:00:00.000Z,1.0,1.0
442,2019-09-02T06:00:00.000Z,1.0,1.0
443,2019-09-02T07:00:00.000Z,1.0,1.0
444,2019-09-02T08:00:00.000Z,1.0,1.0
445,2019-09-02T09:00:00.000Z,1.0,1.0
446,2019-09-02T10:00:00.000Z,1.0,1.0
447,2019-09-02T11:00:00.000Z,1.0,1.0
448,2019-09-02T12:00:00.000Z,1.0,1.0
449,2019-09-02T13:00:00.000Z,1.0,1.0
450,2019-09-02T14:00:00.000Z,1.0,1.0
451,2019-09-02T15:00:00.000Z,1.0,1.0
452,2019-09-02T16:00:00.000Z,1.0,1.0
453,2019-09-02T17:00:00.000Z,1.0,1.0
454,2019-09-02T18:00:00.000Z,1.0,1.0
455,2019-09-02T19:00:00.000Z,1.0,1.0
456,2019-09-02T20:00:00.000Z,1.0,1.0
457,2019-09-02T21:00:00.000Z,1.0,1.0
458,2019-09-02T22:00:00.000Z,1.0,1.0
459,2019-09-02T23:00:00.000Z,1.0,1.0
460,2019-09-03T00:00:00.000Z,1.0,1.0
461,2019-09-03T01:00:00.000Z,1.0,1.0
462,2019-09-03T02:00:00.000Z,1.0,1.0
463,2019-09-03T03:00:00.000Z,1.0,1.0
464,2019-09-03T04:00:00.000Z,1.0,1.0
465,2019-09-03T05:00:00.000Z,1.0,1.0
466,2019-09-03T06:00:00.000Z,1.0,1.0
467,2019-09-03T07:00:00.000Z,1.0,1.0
468,2019-09-03T08:00:00.000Z,1.0,1.0
469,2019-09-03T09:00:00.000Z,1.0,1.0
470,2019-09-03T10:00:00.000Z,1.0,1.0
471,2019-09-03T11:00:00.000Z,1.0,1.0
472,2019-09-03T12:00:00.000Z,1.0,1.0
473,2019-09-03T13:00:00.000Z,1.0,1.0
474,2019-09-03T14:00:00.000Z,1.0,1.0
475,2019-09-03T15:00:00.000Z,1.0,1.0
476,2019-09-03T16:00:00.000Z,1.0,1.0
477,2019-09-03T17:00:00.000Z,1.0,1.0
478,2019-09-03T18:00:00.000Z,1.0,1.0
479,2019-09-03T19:00:00.000Z,1.0,1.0
480,2019-09-03T20:00:00.000Z,1.0,1.0
481,2019-09-03T21:00:00.000Z,0.980582524,0.9886404248175815
482,2019-09-03T22:00:00.000Z,1.0,0.9952859619231477
483,2019-09-03T23:00:00.000Z,1.0,0.9980437334417434
484,2019-09-04T00:00:00.000Z,0.993993994,0.9956745865175061
485,2019-09-04T01:00:00.000Z,0.996389892,0.9960930486350049
486,2019-09-04T02:00:00.000Z,0.995652174,0.9958351318029095
487,2019-09-04T03:00:00.000Z,1.0,0.9982716283583468
488,2019-09-04T04:00:00.000Z,1.0,0.9992827466185538
489,2019-09-04T05:00:00.000Z,1.0,0.9997023485027652
490,2019-09-04T06:00:00.000Z,1.0,0.9998764782048855
491,2019-09-04T07:00:00.000Z,1.0,0.9999487399358438
492,2019-09-04T08:00:00.000Z,1.0,0.9999787276867858
493,2019-09-04T09:00:00.000Z,1.0,0.9999911722445606
494,2019-09-04T10:00:00.000Z,1.0,0.9999963365871242
495,2019-09-04T11:00:00.000Z,1.0,0.9999984797274922
496,2019-09-04T12:00:00.000Z,1.0,0.9999993691051006
497,2019-09-04T13:00:00.000Z,0.99339934,0.9961382731398368
498,2019-09-04T14:00:00.000Z,1.0,0.9983974287480208
499,2019-09-04T15:00:00.000Z,0.986193294,0.9912578769694853
500,2019-09-04T16:00:00.000Z,0.986166008,0.9882790617238297
501,2019-09-04T17:00:00.000Z,1.0,0.9951359330139402
502,2019-09-04T18:00:00.000Z,0.995945946,0.9956097988281161
503,2019-09-04T19:00:00.000Z,1.0,0.9981781109951122
504,2019-09-04T20:00:00.000Z,1.0,0.9992439355107086
505,2019-09-04T21:00:00.000Z,0.996774194,0.9977991115938715
